5000,17687
5012,17687
5012,13097
5036,13097
5036,12784
5053,12784
5053,12741
5060,12741
5060,12249
5072,12249
5072,11623
5089,11623
5089,11499
5109,11499
5109,11469
5121,11469
5121,11293
5149,11293
5149,10954
5166,10954
5166,10817
5174,10817
5174,10788
5180,10788
5180,10773
5201,10773
5201,10766
5220,10766
5220,10629
5238,10629
5238,7824
5731,7824
5731,7804
5737,7804
5737,7799
5751,7799
5751,7783
5765,7783
5765,7776
5794,7776
5794,7755
5827,7755
5827,7750
5837,7750
5837,7728
5947,7728
5947,7493
6022,7493
6022,7445
6028,7445
6028,7409
6042,7409
6042,7402
6052,7402
6052,7326
6059,7326
6059,7269
6070,7269
6070,7239
6082,7239
6082,7225
6094,7225
6094,7193
6103,7193
6103,7087
6110,7087
6110,7013
6125,7013
6125,6787
6186,6787
6186,6773
6197,6773
6197,6754
6228,6754
6228,6745
6246,6745
6246,6725
6333,6725
6333,6710
6348,6710
6348,6705
6419,6705
6419,6688
6558,6688
6558,6546
6612,6546
6612,6408
6674,6408
6674,5724
7519,5724
7519,5713
7525,5713
7525,5682
7556,5682
7556,5661
7562,5661
7562,5653
7579,5653
7579,5622
7587,5622
7587,5550
7600,5550
7600,5422
7685,5422
7685,5400
7729,5400
7729,5386
7765,5386
7765,5369
7782,5369
7782,5335
7881,5335
7881,5319
8068,5319
8068,5305
8117,5305
8117,5298
8129,5298
8129,5276
8147,5276
8147,5271
8172,5271
8172,5257
8184,5257
8184,5246
8250,5246
8250,5238
8552,5238
8552,5230
8664,5230
8664,5224
8697,5224
8697,5208
8713,5208
8713,5199
8749,5199
8749,5182
9045,5182
9045,5157
10468,5157
10468,5151
10521,5151
10521,5135
10566,5135
10566,5123
10649,5123
10649,5111
10899,5111
10899,5106
10908,5106
10908,5090
10917,5090
10917,5079
10949,5079
10949,5065
10962,5065
10962,5054
11136,5054
11136,5043
11664,5043
11664,5038
13089,5038
13089,5033
15597,5033
15597,5020
15815,5020
15815,5013
15908,5013
15908,5000
86637,5000
86637,5058
87524,5058
87524,5066
87544,5066
87544,5144
88661,5144
88661,5157
88680,5157
88680,5170
88984,5170
88984,5241
88997,5241
88997,5259
89013,5259
89013,5436
89133,5436
89133,5475
89396,5475
89396,5580
90011,5580
90011,5986
90023,5986
90023,6131
90093,6131
90093,6647
90334,6647
90334,6666
90464,6666
90464,6686
90476,6686
90476,6698
90526,6698
90526,6707
90532,6707
90532,6737
91353,6737
91353,8361
91361,8361
91361,8703
91378,8703
91378,8715
91394,8715
91394,8759
91399,8759
91399,8780
91407,8780
91407,8793
91420,8793
91420,8890
92534,8890
92534,8930
93035,8930
93035,8940
93502,8940
93502,9365
93561,9365
93561,9505
93570,9505
93570,10008
93576,10008
93576,10872
93617,10872
93617,10878
93641,10878
93641,10914
93662,10914
93662,11054
93671,11054
93671,11335
93683,11335
93683,11393
93690,11393
93690,11402
93865,11402
93865,11415
93890,11415
93890,11430
94081,11430
94081,11446
94088,11446
94088,11460
94105,11460
94105,11496
94122,11496
94122,11536
94132,11536
94132,11641
94152,11641
94152,11763
94214,11763
94214,12196
94245,12196
94245,13246
94761,13246
94761,13342
94771,13342
94771,13414
94784,13414
94784,13421
94796,13421
94796,13427
94806,13427
94806,13491
94840,13491
94840,13497
94892,13497
94892,14101
94903,14101
94903,14406
94918,14406
94918,14560
94933,14560
94933,14662
94946,14662
94946,14780
94951,14780
94951,14793
94960,14793
94960,14801
94977,14801
94977,15317
94982,15317
94982,15589
95000,15589
95000,93549
94986,93549
94986,93645
94940,93645
94940,93693
94863,93693
94863,93705
94701,93705
94701,93840
94686,93840
94686,93976
94679,93976
94679,94364
94610,94364
94610,94412
94468,94412
94468,94457
94256,94457
94256,94465
94207,94465
94207,94477
94030,94477
94030,94483
93977,94483
93977,94503
93944,94503
93944,94510
93724,94510
93724,94518
93629,94518
93629,94527
93623,94527
93623,94539
93611,94539
93611,94632
93594,94632
93594,94637
93585,94637
93585,94663
93569,94663
93569,94681
93544,94681
93544,94693
93480,94693
93480,94703
93387,94703
93387,94717
93374,94717
93374,94739
93367,94739
93367,94817
93355,94817
93355,94850
93272,94850
93272,94878
93109,94878
93109,94894
92748,94894
92748,94952
91985,94952
91985,94971
89329,94971
89329,94984
89198,94984
89198,94992
88787,94992
88787,95000
20401,95000
20401,94951
15451,94951
15451,94924
15424,94924
15424,94911
15367,94911
15367,94874
15247,94874
15247,94868
15144,94868
15144,94851
14050,94851
14050,94843
12916,94843
12916,94828
12603,94828
12603,94791
12415,94791
12415,94766
12365,94766
12365,94749
12218,94749
12218,94731
12186,94731
12186,94726
12158,94726
12158,94710
12140,94710
12140,94690
11771,94690
11771,94673
11675,94673
11675,94600
11374,94600
11374,94455
8488,94455
8488,94443
8061,94443
8061,94437
7858,94437
7858,94416
7067,94416
7067,94118
7001,94118
7001,94113
6982,94113
6982,94094
6943,94094
6943,94089
6929,94089
6929,94065
6616,94065
6616,93997
6441,93997
6441,93680
6405,93680
6405,93675
6388,93675
6388,93522
6364,93522
6364,93138
6349,93138
6349,92588
6105,92588
6105,92582
6028,92582
6028,92567
6021,92567
6021,92555
6011,92555
6011,92547
5973,92547
5973,92541
5910,92541
5910,92530
5895,92530
5895,92515
5887,92515
5887,92462
5878,92462
5878,92383
5863,92383
5863,92361
5854,92361
5854,92287
5849,92287
5849,92081
5815,92081
5815,92030
5787,92030
5787,91978
5701,91978
5701,91936
5617,91936
5617,91909
5598,91909
5598,91898
5494,91898
5494,91892
5470,91892
5470,91861
5254,91861
5254,91404
5211,91404
5211,89421
5194,89421
5194,89289
5176,89289
5176,89215
5167,89215
5167,89210
5152,89210
5152,89184
5144,89184
5144,89142
5129,89142
5129,89073
5104,89073
5104,89060
5085,89060
5085,89034
5063,89034
5063,89026
5039,89026
5039,87836
5034,87836
5034,87744
5029,87744
5029,87715
5011,87715
5011,87487
5006,87487
5006,87178
5000,87178
