54682,22979,94698
50158,90143,94354
26426,45291,69321
208,84532,45110
17925,39334,8614
26248,24477,96124
9780,77312,82988
46223,75141,13297
97386,13967,42527
73722,35267,20909
8651,93483,35973
47050,62582,8673
51338,34904,58946
79058,27966,30162
63285,89675,5419
92436,23475,28661
58109,83556,44597
34954,43291,71881
35789,79024,12315
38795,10340,7375
11878,3092,23737
15328,10126,40259
33594,27018,18103
20666,66961,76283
34444,98931,91452
83564,24977,12938
12387,77852,36074
52553,58841,12711
64349,37150,2
85673,67916,20937
9347,8518,2958
57270,35974,25157
57167,83124,33972
93900,63592,85661
64368,96449,78521
69581,44878,17402
41646,43921,28487
82283,58272,62169
39552,7671,87413
23750,18704,55968
41487,86499,60846
87995,37075,18088
63980,35592,58398
6678,7270,91684
29795,42415,7780
83489,81873,99752
24506,34149,37913
28035,13436,21606
4601,4609,23937
6496,80845,41419
78229,57051,87859
78859,69137,94103
6150,3185,74326
56581,26597,97314
34957,55512,60503
99821,45204,8812
26190,68617,84129
68824,18858,14207
35568,6402,24356
61099,40018,62579
28868,55524,16957
58333,2385,61387
69662,76668,12791
92593,56984,15547
12545,64293,86848
25182,88607,8600
82784,41704,53344
96627,45458,86039
80752,92557,6333
91363,62752,96117
95865,27108,54738
36452,176,14535
6805,50315,41161
96129,13408,5351
17969,34243,47009
19639,66470,34482
88591,62699,9349
35429,90822,58918
21328,43445,1399
83486,89388,44641
11937,28724,37840
39613,81195,85001
65162,94793,38994
74788,15410,33751
36775,55349,11685
3993,69476,72922
16182,19799,77518
90307,56735,86908
87686,12100,71828
15776,91873,13476
49777,24081,63029
64542,98692,14913
93726,6178,27079
72981,75110,53799
89774,70620,65737
50774,8967,41588
3066,332,27173
13072,64173,55314
456,58720,97059
85504,29851,94719
57082,10493,79282
70653,67191,7271
22755,77961,57262
10736,27353,81942
96942,32474,21393
83482,99026,52790
50913,12489,23354
36948,91628,11961
81069,94237,63160
63205,42722,51638
26972,19361,85245
76279,81464,14902
21420,89657,59626
34949,61212,1732
21485,50650,61211
32511,54430,28150
69730,73824,16437
37459,46951,13108
53043,97842,56084
57000,66333,75824
96509,65941,13225
93845,65379,73461
53118,30164,79327
35600,46381,31682
55827,81601,50388
18090,48709,46084
36631,21777,75737
35881,68964,46494
53368,95537,67983
48964,46661,90334
64617,49817,36774
26494,84639,37883
17043,1920,44367
98932,41769,96051
12572,61068,72620
99688,30263,48142
88939,49690,84486
73482,92374,71618
8383,61018,25197
57632,13534,31220
43408,27453,45802
32928,51263,93037
61261,95440,59840
85368,91833,88247
61708,3088,8403
52028,94862,19618
2965,63284,63949
33850,42164,661
86126,46621,1211
46933,25949,93388
41253,76981,9922
31375,48086,91247
69631,69767,78874
29434,24768,56196
48609,82332,58860
93258,85881,43489
43218,26596,82371
9789,75435,51413
2418,5005,55433
12624,24613,64259
88089,20033,50863
26452,83802,24800
51396,30275,40662
39392,92325,17898
5669,71637,54927
77010,12538,60605
55563,68530,12188
48472,24778,57389
32704,38258,90911
26028,90366,41777
14447,55072,49072
36518,4609,67131
81596,36996,77004
43722,3951,6206
23251,91460,11198
65714,39488,58394
83909,63544,86802
10682,39952,8526
29626,68909,49845
33866,75930,77162
78112,45060,12384
54923,66015,2936
41891,3605,54270
46662,91334,89598
76211,81579,55601
34638,64842,7230
80131,60871,13673
69558,55640,7823
59518,85731,58235
25887,58363,27839
45664,435,94159
25495,56917,95000
37741,76712,48776
63562,53322,51482
21941,46891,19430
75576,15055,33704
63397,32352,63142
9453,70746,43028
30667,8984,65868
9395,13420,45439
3110,2975,62687
94286,90535,29676
48596,84342,79132
90848,61511,57512
36628,22707,55287
79568,88650,41525
18738,66523,69953
38859,92249,57837
62724,62075,64381
41067,65086,47366
16486,10011,18356
77936,80500,8268
41821,89738,33760
60793,11865,63433
32970,95897,24180
98915,63536,36678
23244,13755,29317
21602,32440,67762
53902,559,95363
16205,30771,56397
448,55669,35491
33635,49476,45082
14135,44420,262
80406,79040,42801
2430,68278,40845
92388,73302,11307
27572,84831,45084
36812,11171,74370
69834,66735,27340
22739,94120,56719
56885,51320,33965
94292,95750,60187
75845,87264,29308
41013,17258,1714
33748,63742,24839
34086,40994,80519
44157,60797,47092
25614,83563,41698
50588,94154,38156
43390,85798,37645
20830,72657,25960
46949,49592,81136
87574,10837,34829
23999,5438,22572
80015,26816,19933
9115,53735,36348
76191,14870,87838
72522,48349,99852
32818,69738,16200
43000,33859,99861
17740,17952,51164
2307,66336,82289
17122,88592,6612
58393,3467,8451
8558,92995,82247
80625,40453,38406
27260,88994,48758
45236,32788,45457
22881,62019,94597
82812,39665,15913
7678,36756,76456
27414,72608,56904
45954,28985,977
18452,9937,44185
76411,88659,97816
7926,36025,8329
12667,40531,17205
2177,72966,37144
31969,65103,71648
49863,79373,67263
16239,32000,3088
56505,11675,47311
98328,15484,84662
13840,84921,29474
99451,14596,67971
62311,42493,85899
14629,28538,54672
44211,86298,95185
59940,32134,28489
82296,20221,8225
63870,80162,19823
27345,35211,64075
61260,21872,29430
19630,32601,43364
13949,47192,58916
96021,76660,38875
22130,36570,63895
29363,25520,24867
60350,1869,88852
6820,75022,28716
750,43785,42983
8229,90912,46057
47956,25625,82681
6450,43897,5463
12290,49612,6316
92034,65303,24269
20759,36743,96732
6923,39595,47471
24548,73241,85160
91968,34668,40808
43631,34914,99080
81197,99016,72195
7612,84280,6803
3151,40794,32050
36561,27108,69640
38865,98400,53505
53219,82377,23427
67071,29827,37141
48324,11061,74052
88146,99075,12783
78390,5772,88284
15551,43313,10172
72997,28535,43566
41232,54692,44429
86611,60163,67263
76250,36668,86458
65204,92166,76631
98322,53706,22559
42611,70820,16318
58628,12600,20632
89089,94316,87857
80580,33676,53397
72775,82514,17733
2444,48051,51557
4113,44364,98725
11344,90280,6059
6925,78240,96922
95506,67593,90935
21847,3853,57429
75486,67412,81300
79248,57338,46918
8756,1707,67885
70819,20005,45098
18615,69171,22858
11637,36086,73000
96261,31192,63189
82420,70227,91143
41124,35927,15168
78364,78818,55298
76403,91061,22073
64945,45883,61226
27371,32545,31152
55913,4299,66576
97985,1979,75576
75519,67494,37719
97068,17493,94473
16418,57600,60446
35429,11544,97599
62675,94347,85478
44526,85562,12322
167,73369,58923
19970,82257,56134
15484,27460,98984
50610,9336,89344
70826,19655,2754
30603,52208,69501
95100,93844,83798
55766,90474,97885
68724,81212,17089
6687,20600,47894
33211,90891,99857
50258,695,79885
34081,80595,45063
12201,28798,50836
2460,48864,63826
51664,33422,38852
22527,77640,71814
98225,23288,44311
86569,55860,79889
11134,3474,60021
26200,73121,17991
93531,87495,32377
3930,48258,2551
4894,96479,24409
55150,63701,95518
82631,97169,2940
62388,86979,77896
29419,39831,85843
94196,65655,43024
82216,51336,96937
93975,40850,85368
2067,13926,66957
15407,35687,52133
81136,16285,71175
90955,53825,79692
87824,23372,65297
78620,92792,31236
80504,23800,76561
81226,61866,8387
75455,64159,83529
50622,59358,80959
96115,80551,65447
62760,81957,2974
56434,42126,74705
19352,70573,90693
94861,50004,46337
8319,7416,25975
27609,57045,25379
70900,45303,35299
59383,65069,4251
93166,60671,62410
53838,54820,60800
99030,64036,9431
42840,39186,55786
20117,34560,69487
27928,51377,68646
13720,34376,55953
28138,80476,16668
74527,91857,11059
66721,57306,78749
76716,4458,95612
95067,20694,68516
45990,39724,82677
43169,96919,96528
97465,39356,28990
57073,66550,75314
59495,18694,10722
23476,478,67585
52139,50991,4680
35366,93405,70414
45729,50074,29748
9091,46277,67729
82624,14499,51394
85371,43900,69941
59602,90167,19594
27644,82105,16577
78974,79943,99605
72180,32917,12129
71510,43167,84632
5047,20194,42035
47272,15343,74119
61160,83885,44395
47684,61683,24969
953,95870,20493
53686,78506,23869
1806,87703,68651
94776,69242,86539
81319,19587,31207
15325,11287,54334
93292,62739,66159
69364,87096,84814
22477,65345,47631
19828,39433,84864
91581,71514,28
19614,41985,97134
92097,81737,65252
48995,13310,42701
29300,58357,43384
96738,71937,72835
77165,37116,70910
87715,73322,51666
53436,41475,11311
20581,76360,19236
17352,28337,16383
29699,75285,48378
16560,96224,89040
90255,75331,46850
23091,72226,88050
44070,56470,77334
16109,68451,90804
31265,30451,52245
65667,23046,82672
27726,33503,62358
41603,99606,67295
6425,63163,90012
45227,88917,90685
59473,22415,31072
6715,92417,91967
33708,38013,60171
9427,48355,59043
15965,69356,72613
12922,6704,28181
43836,40958,96922
28370,17813,86088
93863,40991,26027
89660,34876,28262
88588,23285,74339
81208,52004,30056
23786,54567,53027
24440,19899,65932
47112,66534,14264
7704,52039,25769
63853,5542,79992
46659,10072,50712
43903,60811,79852
83031,34000,61994
85545,54159,93703
44876,79796,70723
1330,36952,35622
57901,96351,76749
30891,80362,93874
91266,59887,87869
7183,55016,87995
98988,51121,96078
88031,16423,37211
70792,33537,42321
52942,64536,92984
70163,36825,8139
50785,94031,33197
9183,66146,29446
26734,35016,42735
85963,82651,2222
89706,34036,74452
56785,17228,20125
52292,62736,80314
52239,60016,50115
81299,75914,55627
73146,89954,53896
14332,58699,63410
88165,5648,87087
21359,95300,42255
24448,52439,50477
20827,43856,86452
50159,90788,79471
40133,63927,4284
69009,46237,70221
36274,13969,65791
97938,98338,76322
91506,33837,79229
55821,55742,2630
68699,83157,81087
75332,59257,91431
64514,98892,91270
84284,19812,99091
85306,4484,7512
66295,32952,23022
7163,18565,64895
44202,70302,45143
72401,10859,20806
91919,27350,73238
97400,28331,3881
36646,25097,49040
14533,9565,24814
28311,84069,61522
48547,97565,38733
29941,50633,38202
49725,71737,6506
19410,27966,29565
17584,4714,62605
2560,56529,34759
14524,12741,90712
64070,20166,65999
4902,85507,24733
23668,99852,47970
41884,40293,77616
70039,79393,53529
92,72483,53380
96421,56001,32926
99932,58518,86308
24698,40251,66928
1430,24543,76978
23653,509,33449
21029,54485,1252
67000,57074,87296
22299,80909,23771
38147,5838,1685
95640,2940,52876
66514,92507,80113
96669,43408,27083
64566,40021,97686
93305,42215,60726
65097,85415,34344
26783,86592,39029
16616,17910,48900
46749,49748,38140
67782,61196,82713
23276,12470,60875
15598,69982,59525
34658,76216,29384
73792,20385,38757
34486,76396,35563
72319,87532,93559
36096,89465,35531
67914,38710,77912
70339,92690,91067
27135,98388,28356
22077,25450,58281
42234,29617,12945
54971,90546,86547
8141,31699,12061
10667,56572,24362
39118,74815,48214
18912,7353,34268
77119,79141,29494
88015,93303,14141
66633,10256,39976
19597,90518,48541
